id,concerned_user_id,status,timer_duration,topic,reader_name,is_dropoff,created_at,updated_at
118,542,WRAP_UP,1137,career,Oracle_5,False,2024-05-13T10:05:21,2024-05-13T10:24:18
119,5,COUNSELLING,893,self-growth,Oracle_3,True,2025-01-03T17:20:18,2025-01-03T17:35:11
120,715,COUNSELLING,950,general,Oracle_2,True,2024-03-24T08:40:25,2024-03-24T08:56:15
121,855,WRAP_UP,931,family,Oracle_3,False,2024-03-28T15:35:31,2024-03-28T15:51:02
122,127,COUNSELLING,1100,anxiety,Oracle_4,True,2024-04-15T13:35:24,2024-04-15T13:53:44
123,781,SESSION_END,1102,family,Oracle_3,False,2024-10-25T20:50:23,2024-10-25T21:08:45
124,468,WRAP_UP,835,general,Oracle_5,False,2024-06-24T10:35:09,2024-06-24T10:49:04
125,418,WRAP_UP,928,family,Oracle_3,False,2025-01-04T11:15:29,2025-01-04T11:30:57
126,184,WRAP_UP,1090,relationship,Oracle_4,False,2024-03-22T16:32:45,2024-03-22T16:50:55
127,449,SESSION_END,866,general,Oracle_1,False,2025-04-03T16:47:04,2025-04-03T17:01:30
128,760,COUNSELLING,1276,career,Oracle_3,True,2024-06-03T15:14:21,2024-06-03T15:35:37
129,206,WRAP_UP,993,general,Oracle_3,False,2025-01-22T16:05:12,2025-01-22T16:21:45
130,784,WRAP_UP,1106,self-growth,Oracle_4,False,2025-05-15T01:52:58,2025-05-15T02:11:24
131,365,WRAP_UP,1198,anxiety,Oracle_4,False,2024-04-24T11:15:08,2024-04-24T11:35:06
132,111,WRAP_UP,1001,relationship,Oracle_2,False,2024-06-28T06:49:48,2024-06-28T07:06:29
133,31,SESSION_END,973,relationship,Oracle_4,False,2024-05-19T02:35:08,2024-05-19T02:51:21
134,620,WRAP_UP,840,self-growth,Oracle_5,False,2025-04-28T02:18:02,2025-04-28T02:32:02
135,99,WRAP_UP,1055,relationship,Oracle_4,False,2025-05-29T06:18:44,2025-05-29T06:36:19
136,503,WRAP_UP,590,general,Oracle_5,False,2025-02-23T20:11:26,2025-02-23T20:21:16
137,19,SESSION_END,890,relationship,Oracle_4,False,2024-10-19T07:25:19,2024-10-19T07:40:09
138,471,COUNSELLING,1136,relationship,Oracle_3,True,2025-03-08T09:00:59,2025-03-08T09:19:55
139,906,COUNSELLING,683,self-growth,Oracle_4,True,2024-10-29T04:59:09,2024-10-29T05:10:32
140,783,WRAP_UP,1093,relationship,Oracle_5,False,2025-05-27T16:45:24,2025-05-27T17:03:37
141,702,WRAP_UP,612,general,Oracle_4,False,2024-02-13T07:00:55,2024-02-13T07:11:07
142,270,WRAP_UP,915,anxiety,Oracle_3,False,2025-04-24T04:35:20,2025-04-24T04:50:35
143,785,SESSION_END,811,family,Oracle_3,False,2024-10-11T14:22:45,2024-10-11T14:36:16
144,829,WRAP_UP,783,self-growth,Oracle_1,False,2024-10-22T14:24:07,2024-10-22T14:37:10
145,439,WRAP_UP,725,family,Oracle_2,False,2024-07-11T07:51:29,2024-07-11T08:03:34
146,664,SESSION_END,1136,family,Oracle_1,False,2024-08-24T19:58:48,2024-08-24T20:17:44
147,346,COUNSELLING,1037,career,Oracle_5,True,2024-11-24T03:28:05,2024-11-24T03:45:22
148,528,WRAP_UP,1157,anxiety,Oracle_1,False,2025-04-01T16:54:49,2025-04-01T17:14:06
149,325,WRAP_UP,633,anxiety,Oracle_2,False,2024-03-18T17:11:30,2024-03-18T17:22:03
150,345,WRAP_UP,799,anxiety,Oracle_5,False,2024-05-09T10:09:23,2024-05-09T10:22:42
151,307,SESSION_END,512,family,Oracle_5,False,2024-02-28T12:05:18,2024-02-28T12:13:50
152,220,WRAP_UP,907,family,Oracle_4,False,2025-03-21T11:12:02,2025-03-21T11:27:09
153,824,SESSION_END,1087,career,Oracle_3,False,2025-04-04T17:09:24,2025-04-04T17:27:31
154,280,WRAP_UP,762,relationship,Oracle_2,False,2024-11-27T17:49:51,2024-11-27T18:02:33
155,356,WRAP_UP,851,relationship,Oracle_5,False,2025-05-30T07:43:45,2025-05-30T07:57:56
156,321,WRAP_UP,1135,career,Oracle_5,False,2025-04-30T10:10:15,2025-04-30T10:29:10
157,465,SESSION_END,1046,self-growth,Oracle_2,False,2025-02-04T23:06:53,2025-02-04T23:24:19
158,591,WRAP_UP,768,anxiety,Oracle_5,False,2024-07-27T02:41:17,2024-07-27T02:54:05
159,829,WRAP_UP,1015,general,Oracle_5,False,2024-02-16T12:16:30,2024-02-16T12:33:25
160,206,SESSION_END,771,family,Oracle_3,False,2024-04-26T21:00:48,2024-04-26T21:13:39
161,865,SESSION_END,702,anxiety,Oracle_3,False,2024-07-26T08:01:28,2024-07-26T08:13:10
162,662,SESSION_END,851,career,Oracle_2,False,2024-11-11T05:53:22,2024-11-11T06:07:33
163,117,COUNSELLING,1150,career,Oracle_4,True,2024-12-26T12:33:50,2024-12-26T12:53:00
164,574,SESSION_END,1334,anxiety,Oracle_2,False,2024-06-05T21:22:33,2024-06-05T21:44:47
165,280,COUNSELLING,1179,career,Oracle_2,True,2025-03-03T17:54:21,2025-03-03T18:14:00
166,660,WRAP_UP,863,relationship,Oracle_1,False,2024-01-16T11:07:33,2024-01-16T11:21:56
167,881,WRAP_UP,1308,relationship,Oracle_3,False,2024-11-12T03:09:27,2024-11-12T03:31:15
168,688,WRAP_UP,521,self-growth,Oracle_2,False,2024-04-19T04:13:52,2024-04-19T04:22:33
169,115,SESSION_END,347,general,Oracle_3,False,2025-02-11T23:33:31,2025-02-11T23:39:18
170,509,SESSION_END,968,relationship,Oracle_3,False,2024-08-31T10:23:31,2024-08-31T10:39:39
171,853,SESSION_END,848,general,Oracle_2,False,2024-03-23T23:09:27,2024-03-23T23:23:35
172,220,WRAP_UP,844,family,Oracle_1,False,2025-04-02T20:43:16,2025-04-02T20:57:20
173,503,SESSION_END,634,general,Oracle_3,False,2024-07-10T08:14:06,2024-07-10T08:24:40
174,901,WRAP_UP,1331,career,Oracle_1,False,2024-08-27T08:43:52,2024-08-27T09:06:03
175,661,COUNSELLING,696,general,Oracle_2,True,2024-02-12T11:09:58,2024-02-12T11:21:34
176,260,WRAP_UP,362,general,Oracle_5,False,2024-04-04T19:14:49,2024-04-04T19:20:51
177,888,WRAP_UP,1648,career,Oracle_3,False,2024-07-17T11:29:35,2024-07-17T11:57:03
178,93,SESSION_END,1165,career,Oracle_3,False,2024-12-06T20:40:46,2024-12-06T21:00:11
179,901,SESSION_END,827,self-growth,Oracle_4,False,2025-01-16T21:48:02,2025-01-16T22:01:49
180,755,WRAP_UP,1040,anxiety,Oracle_1,False,2024-11-24T01:28:22,2024-11-24T01:45:42
181,845,SESSION_END,977,career,Oracle_3,False,2025-03-01T10:23:05,2025-03-01T10:39:22
182,465,COUNSELLING,1057,self-growth,Oracle_2,True,2024-02-10T11:11:32,2024-02-10T11:29:09
183,646,SESSION_END,1093,anxiety,Oracle_3,False,2024-08-25T07:49:08,2024-08-25T08:07:21
184,590,COUNSELLING,1022,relationship,Oracle_5,True,2024-07-12T20:56:51,2024-07-12T21:13:53
185,731,WRAP_UP,886,self-growth,Oracle_2,False,2025-01-06T13:22:43,2025-01-06T13:37:29
186,267,WRAP_UP,970,career,Oracle_2,False,2024-08-06T21:04:58,2024-08-06T21:21:08
187,87,WRAP_UP,1303,anxiety,Oracle_2,False,2025-03-19T00:51:02,2025-03-19T01:12:45
188,22,SESSION_END,682,relationship,Oracle_4,False,2024-03-10T02:38:36,2024-03-10T02:49:58
189,204,SESSION_END,1164,family,Oracle_3,False,2025-04-11T08:07:54,2025-04-11T08:27:18
190,153,SESSION_END,1105,relationship,Oracle_1,False,2025-03-16T14:10:26,2025-03-16T14:28:51
191,15,WRAP_UP,948,self-growth,Oracle_2,False,2024-06-23T08:41:02,2024-06-23T08:56:50
192,196,WRAP_UP,693,family,Oracle_2,False,2024-10-23T18:21:59,2024-10-23T18:33:32
193,442,WRAP_UP,1121,career,Oracle_4,False,2024-05-20T02:20:17,2024-05-20T02:38:58
194,812,COUNSELLING,1011,career,Oracle_2,True,2024-07-22T08:17:44,2024-07-22T08:34:35
195,633,WRAP_UP,709,anxiety,Oracle_1,False,2024-03-07T14:17:05,2024-03-07T14:28:54
196,481,WRAP_UP,996,career,Oracle_4,False,2024-06-13T20:01:26,2024-06-13T20:18:02
197,726,WRAP_UP,1188,anxiety,Oracle_3,False,2024-02-10T11:26:58,2024-02-10T11:46:46
198,954,WRAP_UP,1253,career,Oracle_5,False,2025-04-15T23:38:21,2025-04-15T23:59:14
199,727,SESSION_END,833,self-growth,Oracle_4,False,2024-08-22T23:08:44,2024-08-22T23:22:37
200,688,COUNSELLING,1178,family,Oracle_1,True,2025-03-10T14:57:42,2025-03-10T15:17:20
201,595,WRAP_UP,1511,career,Oracle_1,False,2024-04-12T11:09:30,2024-04-12T11:34:41
202,325,SESSION_END,666,self-growth,Oracle_1,False,2024-07-21T06:19:11,2024-07-21T06:30:17
203,321,WRAP_UP,1282,relationship,Oracle_4,False,2024-10-07T01:55:33,2024-10-07T02:16:55
204,290,WRAP_UP,626,family,Oracle_3,False,2025-02-05T13:04:09,2025-02-05T13:14:35
205,447,WRAP_UP,1149,career,Oracle_4,False,2025-05-25T15:11:14,2025-05-25T15:30:23
206,55,COUNSELLING,1025,career,Oracle_2,True,2024-06-27T12:54:40,2024-06-27T13:11:45
207,37,WRAP_UP,357,anxiety,Oracle_1,False,2025-01-19T09:48:20,2025-01-19T09:54:17
208,453,WRAP_UP,1154,family,Oracle_4,False,2024-12-21T13:15:33,2024-12-21T13:34:47
209,116,SESSION_END,760,self-growth,Oracle_2,False,2024-08-08T16:18:52,2024-08-08T16:31:32
210,855,WRAP_UP,1249,career,Oracle_5,False,2025-03-13T11:41:32,2025-03-13T12:02:21
211,218,SESSION_END,463,general,Oracle_1,False,2024-11-19T10:36:45,2024-11-19T10:44:28
212,253,WRAP_UP,917,anxiety,Oracle_3,False,2024-01-21T03:58:11,2024-01-21T04:13:28
213,698,COUNSELLING,517,self-growth,Oracle_3,True,2024-03-23T09:17:11,2024-03-23T09:25:48
214,158,COUNSELLING,1348,relationship,Oracle_4,True,2025-05-27T06:42:14,2025-05-27T07:04:42
215,465,SESSION_END,811,self-growth,Oracle_4,False,2025-04-28T09:43:18,2025-04-28T09:56:49
216,333,SESSION_END,892,self-growth,Oracle_1,False,2024-06-13T04:09:49,2024-06-13T04:24:41
217,821,SESSION_END,830,self-growth,Oracle_4,False,2025-04-12T19:31:40,2025-04-12T19:45:30
218,95,SESSION_END,708,anxiety,Oracle_1,False,2024-11-05T20:21:24,2024-11-05T20:33:12
219,22,COUNSELLING,1170,career,Oracle_2,True,2025-05-23T00:38:32,2025-05-23T00:58:02
220,124,WRAP_UP,739,family,Oracle_5,False,2024-08-28T20:42:26,2024-08-28T20:54:45
221,135,WRAP_UP,668,family,Oracle_4,False,2024-10-28T10:30:47,2024-10-28T10:41:55
222,275,SESSION_END,701,general,Oracle_3,False,2024-11-24T04:38:54,2024-11-24T04:50:35
223,629,WRAP_UP,1340,career,Oracle_2,False,2024-12-26T00:43:47,2024-12-26T01:06:07
224,664,WRAP_UP,972,self-growth,Oracle_5,False,2025-02-13T13:11:15,2025-02-13T13:27:27
225,86,SESSION_END,1090,family,Oracle_2,False,2024-04-25T10:13:35,2024-04-25T10:31:45
226,701,WRAP_UP,774,family,Oracle_5,False,2024-08-17T12:10:36,2024-08-17T12:23:30
227,49,COUNSELLING,811,general,Oracle_4,True,2024-11-26T00:57:43,2024-11-26T01:11:14
228,97,WRAP_UP,986,anxiety,Oracle_3,False,2024-10-03T02:12:38,2024-10-03T02:29:04
229,600,SESSION_END,1242,relationship,Oracle_2,False,2024-05-19T11:05:43,2024-05-19T11:26:25
230,864,COUNSELLING,1153,anxiety,Oracle_3,True,2024-11-19T07:29:29,2024-11-19T07:48:42
231,322,WRAP_UP,608,general,Oracle_2,False,2024-05-25T09:30:24,2024-05-25T09:40:32
232,190,WRAP_UP,909,relationship,Oracle_4,False,2024-03-23T14:08:49,2024-03-23T14:23:58
233,548,COUNSELLING,1111,relationship,Oracle_4,True,2025-01-05T14:09:32,2025-01-05T14:28:03
234,709,WRAP_UP,1042,anxiety,Oracle_5,False,2024-08-23T04:36:02,2024-08-23T04:53:24
235,833,WRAP_UP,748,general,Oracle_1,False,2024-04-14T22:42:23,2024-04-14T22:54:51
236,196,SESSION_END,939,relationship,Oracle_2,False,2024-01-21T19:52:24,2024-01-21T20:08:03
237,493,COUNSELLING,859,self-growth,Oracle_2,True,2025-02-22T07:54:22,2025-02-22T08:08:41
238,89,SESSION_END,1283,family,Oracle_4,False,2025-01-03T03:47:49,2025-01-03T04:09:12
239,23,COUNSELLING,1199,relationship,Oracle_4,True,2025-01-11T17:55:42,2025-01-11T18:15:41
240,21,SESSION_END,1214,anxiety,Oracle_5,False,2024-08-17T00:03:20,2024-08-17T00:23:34
241,850,COUNSELLING,1241,anxiety,Oracle_4,True,2024-12-01T09:06:38,2024-12-01T09:27:19
242,869,WRAP_UP,973,anxiety,Oracle_4,False,2024-01-29T18:03:03,2024-01-29T18:19:16
243,410,WRAP_UP,968,anxiety,Oracle_4,False,2024-01-15T18:33:07,2024-01-15T18:49:15
244,591,WRAP_UP,970,family,Oracle_4,False,2025-05-18T13:11:35,2025-05-18T13:27:45
245,911,COUNSELLING,753,anxiety,Oracle_4,True,2024-12-14T05:23:27,2024-12-14T05:36:00
246,22,SESSION_END,939,career,Oracle_3,False,2024-12-30T11:16:32,2024-12-30T11:32:11
247,449,WRAP_UP,1485,career,Oracle_4,False,2025-05-25T06:35:14,2025-05-25T06:59:59
248,135,WRAP_UP,714,family,Oracle_3,False,2024-11-19T18:51:13,2024-11-19T19:03:07
249,816,SESSION_END,842,anxiety,Oracle_4,False,2024-03-07T22:44:00,2024-03-07T22:58:02
250,133,COUNSELLING,1027,career,Oracle_4,True,2025-04-15T11:58:47,2025-04-15T12:15:54
251,104,WRAP_UP,914,anxiety,Oracle_1,False,2024-02-06T13:03:47,2024-02-06T13:19:01
252,368,SESSION_END,1029,family,Oracle_5,False,2024-05-15T16:55:11,2024-05-15T17:12:20
253,33,SESSION_END,945,relationship,Oracle_4,False,2024-06-23T01:26:43,2024-06-23T01:42:28
254,265,SESSION_END,831,family,Oracle_3,False,2025-03-08T15:38:57,2025-03-08T15:52:48
255,918,SESSION_END,1016,career,Oracle_4,False,2024-12-06T01:40:52,2024-12-06T01:57:48
256,986,SESSION_END,579,relationship,Oracle_1,False,2025-03-12T21:15:15,2025-03-12T21:24:54
257,520,COUNSELLING,1119,relationship,Oracle_2,True,2024-10-07T21:25:44,2024-10-07T21:44:23
258,746,WRAP_UP,991,family,Oracle_2,False,2024-03-18T02:58:43,2024-03-18T03:15:14
259,663,SESSION_END,996,family,Oracle_1,False,2024-11-18T22:08:19,2024-11-18T22:24:55
260,252,SESSION_END,1053,anxiety,Oracle_3,False,2024-03-07T04:52:27,2024-03-07T05:10:00
261,382,WRAP_UP,736,self-growth,Oracle_4,False,2025-02-15T09:23:48,2025-02-15T09:36:04
262,807,COUNSELLING,1030,career,Oracle_4,True,2024-11-29T01:50:14,2024-11-29T02:07:24
263,941,WRAP_UP,1162,anxiety,Oracle_5,False,2024-01-08T17:27:26,2024-01-08T17:46:48
264,967,COUNSELLING,945,relationship,Oracle_4,True,2024-09-01T12:22:57,2024-09-01T12:38:42
265,791,WRAP_UP,1156,career,Oracle_2,False,2025-05-13T05:47:18,2025-05-13T06:06:34
