id,conversation_session_id,concerned_user_id,conversant,satisfaction_score,created_at,updated_at
73,6,447,HUMAN,,2025-02-23T12:50:49.500000,2025-02-23T12:50:49.500000
74,6,447,AI,,2025-02-23T12:51:42.687500,2025-02-23T12:51:42.687500
75,6,447,HUMAN,,2025-02-23T12:52:35.875000,2025-02-23T12:52:35.875000
76,6,447,AI,,2025-02-23T12:53:29.062500,2025-02-23T12:53:29.062500
77,6,447,HUMAN,,2025-02-23T12:54:22.250000,2025-02-23T12:54:22.250000
78,6,447,AI,,2025-02-23T12:55:15.437500,2025-02-23T12:55:15.437500
79,6,447,HUMAN,,2025-02-23T12:56:08.625000,2025-02-23T12:56:08.625000
80,6,447,AI,,2025-02-23T12:57:01.812500,2025-02-23T12:57:01.812500
81,7,4,HUMAN,,2024-10-05T18:43:21,2024-10-05T18:43:21
82,7,4,AI,,2024-10-05T18:44:20.947368,2024-10-05T18:44:20.947368
83,7,4,HUMAN,,2024-10-05T18:45:20.894737,2024-10-05T18:45:20.894737
84,7,4,AI,,2024-10-05T18:46:20.842105,2024-10-05T18:46:20.842105
85,7,4,HUMAN,,2024-10-05T18:47:20.789474,2024-10-05T18:47:20.789474
86,7,4,AI,,2024-10-05T18:48:20.736842,2024-10-05T18:48:20.736842
87,7,4,HUMAN,,2024-10-05T18:49:20.684211,2024-10-05T18:49:20.684211
88,7,4,AI,,2024-10-05T18:50:20.631579,2024-10-05T18:50:20.631579
89,7,4,HUMAN,,2024-10-05T18:51:20.578947,2024-10-05T18:51:20.578947
90,7,4,AI,,2024-10-05T18:52:20.526316,2024-10-05T18:52:20.526316
91,7,4,HUMAN,,2024-10-05T18:53:20.473684,2024-10-05T18:53:20.473684
92,7,4,AI,,2024-10-05T18:54:20.421053,2024-10-05T18:54:20.421053
93,7,4,HUMAN,,2024-10-05T18:55:20.368421,2024-10-05T18:55:20.368421
94,7,4,AI,,2024-10-05T18:56:20.315789,2024-10-05T18:56:20.315789
95,7,4,HUMAN,,2024-10-05T18:57:20.263158,2024-10-05T18:57:20.263158
96,7,4,AI,,2024-10-05T18:58:20.210526,2024-10-05T18:58:20.210526
97,7,4,HUMAN,,2024-10-05T18:59:20.157895,2024-10-05T18:59:20.157895
98,7,4,AI,,2024-10-05T19:00:20.105263,2024-10-05T19:00:20.105263
99,7,4,HUMAN,4.9,2024-10-05T19:01:20.052632,2024-10-05T19:01:20.052632
100,8,699,HUMAN,,2024-10-10T18:43:03,2024-10-10T18:43:03
101,8,699,AI,,2024-10-10T18:44:05.941176,2024-10-10T18:44:05.941176
102,8,699,HUMAN,,2024-10-10T18:45:08.882353,2024-10-10T18:45:08.882353
103,8,699,AI,,2024-10-10T18:46:11.823529,2024-10-10T18:46:11.823529
104,8,699,HUMAN,,2024-10-10T18:47:14.764706,2024-10-10T18:47:14.764706
105,8,699,AI,,2024-10-10T18:48:17.705882,2024-10-10T18:48:17.705882
106,8,699,HUMAN,,2024-10-10T18:49:20.647059,2024-10-10T18:49:20.647059
107,8,699,AI,,2024-10-10T18:50:23.588235,2024-10-10T18:50:23.588235
108,8,699,HUMAN,,2024-10-10T18:51:26.529412,2024-10-10T18:51:26.529412
109,8,699,AI,,2024-10-10T18:52:29.470588,2024-10-10T18:52:29.470588
110,8,699,HUMAN,,2024-10-10T18:53:32.411765,2024-10-10T18:53:32.411765
111,8,699,AI,,2024-10-10T18:54:35.352941,2024-10-10T18:54:35.352941
112,8,699,HUMAN,,2024-10-10T18:55:38.294118,2024-10-10T18:55:38.294118
113,8,699,AI,,2024-10-10T18:56:41.235294,2024-10-10T18:56:41.235294
114,8,699,HUMAN,,2024-10-10T18:57:44.176471,2024-10-10T18:57:44.176471
115,8,699,AI,,2024-10-10T18:58:47.117647,2024-10-10T18:58:47.117647
116,8,699,HUMAN,3.4,2024-10-10T18:59:50.058824,2024-10-10T18:59:50.058824
117,9,874,HUMAN,,2025-05-18T03:43:43,2025-05-18T03:43:43
118,9,874,AI,,2025-05-18T03:44:54.125000,2025-05-18T03:44:54.125000
119,9,874,HUMAN,,2025-05-18T03:46:05.250000,2025-05-18T03:46:05.250000
120,9,874,AI,,2025-05-18T03:47:16.375000,2025-05-18T03:47:16.375000
121,9,874,HUMAN,,2025-05-18T03:48:27.500000,2025-05-18T03:48:27.500000
122,9,874,AI,,2025-05-18T03:49:38.625000,2025-05-18T03:49:38.625000
123,9,874,HUMAN,,2025-05-18T03:50:49.750000,2025-05-18T03:50:49.750000
124,9,874,AI,,2025-05-18T03:52:00.875000,2025-05-18T03:52:00.875000
125,10,181,HUMAN,,2024-10-25T09:19:47,2024-10-25T09:19:47
126,10,181,AI,,2024-10-25T09:21:42,2024-10-25T09:21:42
127,10,181,HUMAN,,2024-10-25T09:23:37,2024-10-25T09:23:37
128,10,181,AI,,2024-10-25T09:25:32,2024-10-25T09:25:32
129,10,181,HUMAN,,2024-10-25T09:27:27,2024-10-25T09:27:27
130,10,181,AI,,2024-10-25T09:29:22,2024-10-25T09:29:22
131,10,181,HUMAN,3.3,2024-10-25T09:31:17,2024-10-25T09:31:17
132,11,307,HUMAN,,2024-03-06T21:57:04,2024-03-06T21:57:04
133,11,307,AI,,2024-03-06T21:57:54.785714,2024-03-06T21:57:54.785714
134,11,307,HUMAN,,2024-03-06T21:58:45.571429,2024-03-06T21:58:45.571429
135,11,307,AI,,2024-03-06T21:59:36.357143,2024-03-06T21:59:36.357143
136,11,307,HUMAN,,2024-03-06T22:00:27.142857,2024-03-06T22:00:27.142857
137,11,307,AI,,2024-03-06T22:01:17.928571,2024-03-06T22:01:17.928571
138,11,307,HUMAN,,2024-03-06T22:02:08.714286,2024-03-06T22:02:08.714286
139,11,307,AI,,2024-03-06T22:02:59.500000,2024-03-06T22:02:59.500000
140,11,307,HUMAN,,2024-03-06T22:03:50.285714,2024-03-06T22:03:50.285714
141,11,307,AI,,2024-03-06T22:04:41.071429,2024-03-06T22:04:41.071429
142,11,307,HUMAN,,2024-03-06T22:05:31.857143,2024-03-06T22:05:31.857143
143,11,307,AI,,2024-03-06T22:06:22.642857,2024-03-06T22:06:22.642857
144,11,307,HUMAN,,2024-03-06T22:07:13.428571,2024-03-06T22:07:13.428571
145,11,307,AI,,2024-03-06T22:08:04.214286,2024-03-06T22:08:04.214286
146,12,753,HUMAN,,2024-05-29T23:30:33,2024-05-29T23:30:33
147,12,753,AI,,2024-05-29T23:32:56,2024-05-29T23:32:56
148,12,753,HUMAN,,2024-05-29T23:35:19,2024-05-29T23:35:19
149,12,753,AI,,2024-05-29T23:37:42,2024-05-29T23:37:42
150,12,753,HUMAN,,2024-05-29T23:40:05,2024-05-29T23:40:05
151,12,753,AI,,2024-05-29T23:42:28,2024-05-29T23:42:28
152,12,753,HUMAN,3.7,2024-05-29T23:44:51,2024-05-29T23:44:51
153,13,738,HUMAN,,2024-08-27T00:31:09,2024-08-27T00:31:09
154,13,738,AI,,2024-08-27T00:32:16.857143,2024-08-27T00:32:16.857143
155,13,738,HUMAN,,2024-08-27T00:33:24.714286,2024-08-27T00:33:24.714286
156,13,738,AI,,2024-08-27T00:34:32.571429,2024-08-27T00:34:32.571429
157,13,738,HUMAN,,2024-08-27T00:35:40.428571,2024-08-27T00:35:40.428571
158,13,738,AI,,2024-08-27T00:36:48.285714,2024-08-27T00:36:48.285714
159,13,738,HUMAN,,2024-08-27T00:37:56.142857,2024-08-27T00:37:56.142857
160,13,738,AI,,2024-08-27T00:39:04,2024-08-27T00:39:04
161,13,738,HUMAN,,2024-08-27T00:40:11.857143,2024-08-27T00:40:11.857143
162,13,738,AI,,2024-08-27T00:41:19.714286,2024-08-27T00:41:19.714286
163,13,738,HUMAN,,2024-08-27T00:42:27.571429,2024-08-27T00:42:27.571429
164,13,738,AI,,2024-08-27T00:43:35.428571,2024-08-27T00:43:35.428571
165,13,738,HUMAN,,2024-08-27T00:44:43.285714,2024-08-27T00:44:43.285714
166,13,738,AI,,2024-08-27T00:45:51.142857,2024-08-27T00:45:51.142857
167,14,547,HUMAN,,2024-01-29T18:31:32,2024-01-29T18:31:32
168,14,547,AI,,2024-01-29T18:32:47.428571,2024-01-29T18:32:47.428571
169,14,547,HUMAN,,2024-01-29T18:34:02.857143,2024-01-29T18:34:02.857143
170,14,547,AI,,2024-01-29T18:35:18.285714,2024-01-29T18:35:18.285714
171,14,547,HUMAN,,2024-01-29T18:36:33.714286,2024-01-29T18:36:33.714286
172,14,547,AI,,2024-01-29T18:37:49.142857,2024-01-29T18:37:49.142857
173,14,547,HUMAN,,2024-01-29T18:39:04.571429,2024-01-29T18:39:04.571429
174,14,547,AI,,2024-01-29T18:40:20,2024-01-29T18:40:20
175,14,547,HUMAN,,2024-01-29T18:41:35.428571,2024-01-29T18:41:35.428571
176,14,547,AI,,2024-01-29T18:42:50.857143,2024-01-29T18:42:50.857143
177,14,547,HUMAN,,2024-01-29T18:44:06.285714,2024-01-29T18:44:06.285714
178,14,547,AI,,2024-01-29T18:45:21.714286,2024-01-29T18:45:21.714286
179,14,547,HUMAN,,2024-01-29T18:46:37.142857,2024-01-29T18:46:37.142857
180,14,547,AI,,2024-01-29T18:47:52.571429,2024-01-29T18:47:52.571429
181,15,58,HUMAN,,2025-05-22T20:38:46,2025-05-22T20:38:46
182,15,58,AI,,2025-05-22T20:39:42.071429,2025-05-22T20:39:42.071429
183,15,58,HUMAN,,2025-05-22T20:40:38.142857,2025-05-22T20:40:38.142857
184,15,58,AI,,2025-05-22T20:41:34.214286,2025-05-22T20:41:34.214286
185,15,58,HUMAN,,2025-05-22T20:42:30.285714,2025-05-22T20:42:30.285714
186,15,58,AI,,2025-05-22T20:43:26.357143,2025-05-22T20:43:26.357143
187,15,58,HUMAN,,2025-05-22T20:44:22.428571,2025-05-22T20:44:22.428571
188,15,58,AI,,2025-05-22T20:45:18.500000,2025-05-22T20:45:18.500000
189,15,58,HUMAN,,2025-05-22T20:46:14.571429,2025-05-22T20:46:14.571429
190,15,58,AI,,2025-05-22T20:47:10.642857,2025-05-22T20:47:10.642857
191,15,58,HUMAN,,2025-05-22T20:48:06.714286,2025-05-22T20:48:06.714286
192,15,58,AI,,2025-05-22T20:49:02.785714,2025-05-22T20:49:02.785714
193,15,58,HUMAN,,2025-05-22T20:49:58.857143,2025-05-22T20:49:58.857143
194,15,58,AI,,2025-05-22T20:50:54.928571,2025-05-22T20:50:54.928571
195,16,470,HUMAN,,2025-03-25T23:47:12,2025-03-25T23:47:12
196,16,470,AI,,2025-03-25T23:48:13.133333,2025-03-25T23:48:13.133333
197,16,470,HUMAN,,2025-03-25T23:49:14.266667,2025-03-25T23:49:14.266667
198,16,470,AI,,2025-03-25T23:50:15.400000,2025-03-25T23:50:15.400000
199,16,470,HUMAN,,2025-03-25T23:51:16.533333,2025-03-25T23:51:16.533333
200,16,470,AI,,2025-03-25T23:52:17.666667,2025-03-25T23:52:17.666667
201,16,470,HUMAN,,2025-03-25T23:53:18.800000,2025-03-25T23:53:18.800000
202,16,470,AI,,2025-03-25T23:54:19.933333,2025-03-25T23:54:19.933333
203,16,470,HUMAN,,2025-03-25T23:55:21.066667,2025-03-25T23:55:21.066667
204,16,470,AI,,2025-03-25T23:56:22.200000,2025-03-25T23:56:22.200000
205,16,470,HUMAN,,2025-03-25T23:57:23.333333,2025-03-25T23:57:23.333333
206,16,470,AI,,2025-03-25T23:58:24.466667,2025-03-25T23:58:24.466667
207,16,470,HUMAN,,2025-03-25T23:59:25.600000,2025-03-25T23:59:25.600000
208,16,470,AI,,2025-03-26T00:00:26.733333,2025-03-26T00:00:26.733333
209,16,470,HUMAN,3.3,2025-03-26T00:01:27.866667,2025-03-26T00:01:27.866667
210,17,948,HUMAN,,2025-01-01T00:10:14,2025-01-01T00:10:14
211,17,948,AI,,2025-01-01T00:13:34.500000,2025-01-01T00:13:34.500000
212,17,948,HUMAN,,2025-01-01T00:16:55,2025-01-01T00:16:55
213,17,948,AI,,2025-01-01T00:20:15.500000,2025-01-01T00:20:15.500000
214,17,948,HUMAN,,2025-01-01T00:23:36,2025-01-01T00:23:36
215,17,948,AI,,2025-01-01T00:26:56.500000,2025-01-01T00:26:56.500000
216,18,47,HUMAN,,2024-01-12T03:47:12,2024-01-12T03:47:12
217,18,47,AI,,2024-01-12T03:48:57.076923,2024-01-12T03:48:57.076923
218,18,47,HUMAN,,2024-01-12T03:50:42.153846,2024-01-12T03:50:42.153846
219,18,47,AI,,2024-01-12T03:52:27.230769,2024-01-12T03:52:27.230769
220,18,47,HUMAN,,2024-01-12T03:54:12.307692,2024-01-12T03:54:12.307692
221,18,47,AI,,2024-01-12T03:55:57.384615,2024-01-12T03:55:57.384615
222,18,47,HUMAN,,2024-01-12T03:57:42.461538,2024-01-12T03:57:42.461538
223,18,47,AI,,2024-01-12T03:59:27.538462,2024-01-12T03:59:27.538462
224,18,47,HUMAN,,2024-01-12T04:01:12.615385,2024-01-12T04:01:12.615385
225,18,47,AI,,2024-01-12T04:02:57.692308,2024-01-12T04:02:57.692308
226,18,47,HUMAN,,2024-01-12T04:04:42.769231,2024-01-12T04:04:42.769231
227,18,47,AI,,2024-01-12T04:06:27.846154,2024-01-12T04:06:27.846154
228,18,47,HUMAN,4.4,2024-01-12T04:08:12.923077,2024-01-12T04:08:12.923077
229,19,648,HUMAN,,2025-04-04T01:49:50,2025-04-04T01:49:50
230,19,648,AI,,2025-04-04T01:51:05.166667,2025-04-04T01:51:05.166667
231,19,648,HUMAN,,2025-04-04T01:52:20.333333,2025-04-04T01:52:20.333333
232,19,648,AI,,2025-04-04T01:53:35.500000,2025-04-04T01:53:35.500000
233,19,648,HUMAN,,2025-04-04T01:54:50.666667,2025-04-04T01:54:50.666667
234,19,648,AI,,2025-04-04T01:56:05.833333,2025-04-04T01:56:05.833333
235,19,648,HUMAN,,2025-04-04T01:57:21,2025-04-04T01:57:21
236,19,648,AI,,2025-04-04T01:58:36.166667,2025-04-04T01:58:36.166667
237,19,648,HUMAN,,2025-04-04T01:59:51.333333,2025-04-04T01:59:51.333333
238,19,648,AI,,2025-04-04T02:01:06.500000,2025-04-04T02:01:06.500000
239,19,648,HUMAN,,2025-04-04T02:02:21.666667,2025-04-04T02:02:21.666667
240,19,648,AI,,2025-04-04T02:03:36.833333,2025-04-04T02:03:36.833333
241,20,838,HUMAN,,2025-04-07T03:10:57,2025-04-07T03:10:57
242,20,838,AI,,2025-04-07T03:13:08.625000,2025-04-07T03:13:08.625000
243,20,838,HUMAN,,2025-04-07T03:15:20.250000,2025-04-07T03:15:20.250000
244,20,838,AI,,2025-04-07T03:17:31.875000,2025-04-07T03:17:31.875000
245,20,838,HUMAN,,2025-04-07T03:19:43.500000,2025-04-07T03:19:43.500000
246,20,838,AI,,2025-04-07T03:21:55.125000,2025-04-07T03:21:55.125000
247,20,838,HUMAN,,2025-04-07T03:24:06.750000,2025-04-07T03:24:06.750000
248,20,838,AI,,2025-04-07T03:26:18.375000,2025-04-07T03:26:18.375000
249,21,226,HUMAN,,2024-11-08T05:59:01,2024-11-08T05:59:01
250,21,226,AI,,2024-11-08T06:00:09.416667,2024-11-08T06:00:09.416667
251,21,226,HUMAN,,2024-11-08T06:01:17.833333,2024-11-08T06:01:17.833333
252,21,226,AI,,2024-11-08T06:02:26.250000,2024-11-08T06:02:26.250000
253,21,226,HUMAN,,2024-11-08T06:03:34.666667,2024-11-08T06:03:34.666667
254,21,226,AI,,2024-11-08T06:04:43.083333,2024-11-08T06:04:43.083333
255,21,226,HUMAN,,2024-11-08T06:05:51.500000,2024-11-08T06:05:51.500000
256,21,226,AI,,2024-11-08T06:06:59.916667,2024-11-08T06:06:59.916667
257,21,226,HUMAN,,2024-11-08T06:08:08.333333,2024-11-08T06:08:08.333333
258,21,226,AI,,2024-11-08T06:09:16.750000,2024-11-08T06:09:16.750000
259,21,226,HUMAN,,2024-11-08T06:10:25.166667,2024-11-08T06:10:25.166667
260,21,226,AI,,2024-11-08T06:11:33.583333,2024-11-08T06:11:33.583333
261,22,124,HUMAN,,2024-09-06T18:52:11,2024-09-06T18:52:11
262,22,124,AI,,2024-09-06T18:54:20.333333,2024-09-06T18:54:20.333333
263,22,124,HUMAN,,2024-09-06T18:56:29.666667,2024-09-06T18:56:29.666667
264,22,124,AI,,2024-09-06T18:58:39,2024-09-06T18:58:39
265,22,124,HUMAN,,2024-09-06T19:00:48.333333,2024-09-06T19:00:48.333333
266,22,124,AI,,2024-09-06T19:02:57.666667,2024-09-06T19:02:57.666667
267,22,124,HUMAN,,2024-09-06T19:05:07,2024-09-06T19:05:07
268,22,124,AI,,2024-09-06T19:07:16.333333,2024-09-06T19:07:16.333333
269,22,124,HUMAN,3.8,2024-09-06T19:09:25.666667,2024-09-06T19:09:25.666667
270,23,783,HUMAN,,2024-11-18T11:02:15,2024-11-18T11:02:15
271,23,783,AI,,2024-11-18T11:03:23.647059,2024-11-18T11:03:23.647059
272,23,783,HUMAN,,2024-11-18T11:04:32.294118,2024-11-18T11:04:32.294118
273,23,783,AI,,2024-11-18T11:05:40.941176,2024-11-18T11:05:40.941176
274,23,783,HUMAN,,2024-11-18T11:06:49.588235,2024-11-18T11:06:49.588235
275,23,783,AI,,2024-11-18T11:07:58.235294,2024-11-18T11:07:58.235294
276,23,783,HUMAN,,2024-11-18T11:09:06.882353,2024-11-18T11:09:06.882353
277,23,783,AI,,2024-11-18T11:10:15.529412,2024-11-18T11:10:15.529412
278,23,783,HUMAN,,2024-11-18T11:11:24.176471,2024-11-18T11:11:24.176471
279,23,783,AI,,2024-11-18T11:12:32.823529,2024-11-18T11:12:32.823529
280,23,783,HUMAN,,2024-11-18T11:13:41.470588,2024-11-18T11:13:41.470588
281,23,783,AI,,2024-11-18T11:14:50.117647,2024-11-18T11:14:50.117647
282,23,783,HUMAN,,2024-11-18T11:15:58.764706,2024-11-18T11:15:58.764706
283,23,783,AI,,2024-11-18T11:17:07.411765,2024-11-18T11:17:07.411765
284,23,783,HUMAN,,2024-11-18T11:18:16.058824,2024-11-18T11:18:16.058824
285,23,783,AI,,2024-11-18T11:19:24.705882,2024-11-18T11:19:24.705882
286,23,783,HUMAN,4.9,2024-11-18T11:20:33.352941,2024-11-18T11:20:33.352941
287,24,714,HUMAN,,2024-07-08T05:51:52,2024-07-08T05:51:52
288,24,714,AI,,2024-07-08T05:53:28.100000,2024-07-08T05:53:28.100000
289,24,714,HUMAN,,2024-07-08T05:55:04.200000,2024-07-08T05:55:04.200000
290,24,714,AI,,2024-07-08T05:56:40.300000,2024-07-08T05:56:40.300000
291,24,714,HUMAN,,2024-07-08T05:58:16.400000,2024-07-08T05:58:16.400000
292,24,714,AI,,2024-07-08T05:59:52.500000,2024-07-08T05:59:52.500000
293,24,714,HUMAN,,2024-07-08T06:01:28.600000,2024-07-08T06:01:28.600000
294,24,714,AI,,2024-07-08T06:03:04.700000,2024-07-08T06:03:04.700000
295,24,714,HUMAN,,2024-07-08T06:04:40.800000,2024-07-08T06:04:40.800000
296,24,714,AI,,2024-07-08T06:06:16.900000,2024-07-08T06:06:16.900000
297,25,42,HUMAN,,2024-05-02T12:44:29,2024-05-02T12:44:29
298,25,42,AI,,2024-05-02T12:55:18,2024-05-02T12:55:18
299,26,901,HUMAN,,2024-01-06T14:39:54,2024-01-06T14:39:54
300,26,901,AI,,2024-01-06T14:41:56.333333,2024-01-06T14:41:56.333333
301,26,901,HUMAN,,2024-01-06T14:43:58.666667,2024-01-06T14:43:58.666667
302,26,901,AI,,2024-01-06T14:46:01,2024-01-06T14:46:01
303,26,901,HUMAN,,2024-01-06T14:48:03.333333,2024-01-06T14:48:03.333333
304,26,901,AI,,2024-01-06T14:50:05.666667,2024-01-06T14:50:05.666667
305,27,949,HUMAN,,2025-01-04T17:30:56,2025-01-04T17:30:56
306,27,949,AI,,2025-01-04T17:32:06.600000,2025-01-04T17:32:06.600000
307,27,949,HUMAN,,2025-01-04T17:33:17.200000,2025-01-04T17:33:17.200000
308,27,949,AI,,2025-01-04T17:34:27.800000,2025-01-04T17:34:27.800000
309,27,949,HUMAN,,2025-01-04T17:35:38.400000,2025-01-04T17:35:38.400000
310,27,949,AI,,2025-01-04T17:36:49,2025-01-04T17:36:49
311,27,949,HUMAN,,2025-01-04T17:37:59.600000,2025-01-04T17:37:59.600000
312,27,949,AI,,2025-01-04T17:39:10.200000,2025-01-04T17:39:10.200000
313,27,949,HUMAN,,2025-01-04T17:40:20.800000,2025-01-04T17:40:20.800000
314,27,949,AI,,2025-01-04T17:41:31.400000,2025-01-04T17:41:31.400000
315,28,212,HUMAN,,2024-11-16T00:49:14,2024-11-16T00:49:14
316,28,212,AI,,2024-11-16T00:50:20.100000,2024-11-16T00:50:20.100000
317,28,212,HUMAN,,2024-11-16T00:51:26.200000,2024-11-16T00:51:26.200000
318,28,212,AI,,2024-11-16T00:52:32.300000,2024-11-16T00:52:32.300000
319,28,212,HUMAN,,2024-11-16T00:53:38.400000,2024-11-16T00:53:38.400000
320,28,212,AI,,2024-11-16T00:54:44.500000,2024-11-16T00:54:44.500000
321,28,212,HUMAN,,2024-11-16T00:55:50.600000,2024-11-16T00:55:50.600000
322,28,212,AI,,2024-11-16T00:56:56.700000,2024-11-16T00:56:56.700000
323,28,212,HUMAN,,2024-11-16T00:58:02.800000,2024-11-16T00:58:02.800000
324,28,212,AI,,2024-11-16T00:59:08.900000,2024-11-16T00:59:08.900000
325,28,212,HUMAN,,2024-11-16T01:00:15,2024-11-16T01:00:15
326,28,212,AI,,2024-11-16T01:01:21.100000,2024-11-16T01:01:21.100000
